FantasyPlayerKey,PlayerID,Name,Team,Position,AverageDraftPosition,AverageDraftPositionPPR,ByeWeek,LastSeasonFantasyPoints,ProjectedFantasyPoints,AuctionValue,AuctionValuePPR,AverageDraftPositionIDP,AverageDraftPositionRookie,AverageDraftPositionDynasty,AverageDraftPosition2QB,is_drafted,draft_order,my_team
24102,24102,Dalton Kincaid,BUF,TE,265.5,234.9,13.0,0.0,134.1,6,6,,22.0,248.2,232.2,0,,False
20239,20239,Gus Edwards,BAL,RB,340.4,330.2,13.0,100.9,133.0,6,3,,,,262.1,0,,False
15854,15854,Brett Maher,DEN,K,936.1,1417.8,9.0,263.8,132.9,0,0,,,,,0,,False
18032,18032,Tyler Higbee,LAR,TE,257.0,228.1,10.0,136.2,132.1,6,12,,,285.9,232.8,0,,False
23233,23233,Jayden Reed,GB,WR,376.1,355.7,6.0,0.0,131.5,3,0,,,,,0,,False
23567,23567,Cameron Dicker,LAC,K,471.5,384.7,5.0,148.1,131.2,3,3,,,,,0,,False
20943,20943,Darius Slayton,NYG,WR,452.7,457.8,13.0,140.2,129.3,3,0,,,,,0,,False
21772,21772,Cole Kmet,CHI,TE,200.8,229.8,13.0,165.6,128.3,12,12,,,182.5,220.6,0,,False
23193,23193,Tank Bigsby,JAX,RB,251.9,257.0,9.0,0.0,127.3,6,3,,31.8,,236.7,0,,False
23232,23232,Alec Pierce,IND,WR,314.9,343.8,11.0,121.4,125.6,3,0,,,213.9,251.6,0,,False
24372,24372,Roschon Johnson,CHI,RB,296.1,291.0,13.0,0.0,125.3,6,0,,35.2,,235.2,0,,False
20924,20924,Hunter Renfrow,LV,WR,328.5,348.9,13.0,73.2,123.7,3,6,,,270.6,224.7,0,,False
21738,21738,Juwan Johnson,NO,TE,279.1,287.6,11.0,157.9,123.4,9,6,,,,,0,,False
18935,18935,Gerald Everett,LAC,TE,268.9,272.3,5.0,138.7,122.4,6,6,,,,240.2,0,,False
14871,14871,Robert Woods,HOU,WR,428.9,451.0,7.0,106.7,122.2,0,0,,,,,0,,False
20006,20006,Russell Gage,TB,WR,497.0,566.8,5.0,123.6,120.9,3,0,,,,,0,,False
20788,20788,Mecole Hardman Jr.,NYJ,WR,405.1,442.5,7.0,117.1,120.3,3,0,,,,,0,,False
23165,23165,Marvin Mims Jr.,DEN,WR,325.1,405.1,9.0,0.0,119.8,3,0,,25.7,,,0,,False
23205,23205,Jerome Ford,CLE,RB,321.7,333.6,5.0,3.5,118.4,3,0,,,,279.0,0,,False
22494,22494,Kyle Trask,TB,QB,697.8,599.1,5.0,2.7,118.0,0,0,,,,,0,,False
24120,24120,Rashee Rice,KC,WR,306.4,303.0,10.0,0.0,118.0,0,0,,39.8,,,0,,False
23141,23141,Sam LaPorta,DET,TE,308.1,270.6,9.0,0.0,117.6,3,0,,,,237.6,0,,False
23227,23227,Khalil Shakir,BUF,WR,449.3,491.9,13.0,41.0,117.6,3,0,,,,,0,,False
18879,18879,Corey Davis,NYJ,WR,473.2,532.7,7.0,111.7,116.1,0,0,,,,,0,,False
19238,19238,Taysom Hill,NO,TE,277.4,342.1,11.0,232.8,116.0,15,17,,,,226.7,0,,False
20949,20949,Irv Smith Jr.,CIN,TE,323.4,328.5,7.0,51.4,115.2,3,3,,,,,0,,False
20850,20850,Dawson Knox,BUF,TE,245.1,279.1,13.0,149.3,113.4,3,0,,,211.6,216.0,0,,False
22562,22562,Kenneth Gainwell,PHI,RB,238.3,292.7,10.0,110.5,113.1,6,3,,,192.7,205.9,0,,False
17975,17975,Hunter Henry,NE,TE,342.1,377.8,11.0,107.1,112.9,3,0,,,,268.1,0,,False
24436,24436,Chad Ryland,NE,K,740.4,777.8,11.0,0.0,112.0,0,0,,,,,0,,False
13870,13870,Marvin Jones Jr.,DET,WR,854.4,514.0,9.0,120.7,111.9,0,0,,,,,0,,False
15150,15150,Cordarrelle Patterson,ATL,RB,263.8,285.9,11.0,217.3,110.9,3,0,,,,213.9,0,,False
21519,21519,Joey Slye,WAS,K,1540.3,1262.9,14.0,182.1,109.1,0,0,,,,,0,,False
19023,19023,Mack Hollins,ATL,WR,490.2,542.9,11.0,165.4,108.8,0,0,,,,,0,,False
20753,20753,Noah Fant,SEA,TE,383.0,408.5,5.0,123.6,108.7,3,0,,,266.4,,0,,False
21752,21752,Chase Claypool,CHI,WR,355.7,381.2,13.0,100.5,108.1,3,3,,,206.6,262.6,0,,False
19843,19843,Hayden Hurst,CAR,TE,354.0,354.0,7.0,90.9,107.0,3,0,,,,268.2,0,,False
23218,23218,Pierre Strong Jr.,NE,RB,437.4,456.1,11.0,34.4,106.9,3,0,,,,,0,,False
23490,23490,Jelani Woods,IND,TE,420.4,454.4,11.0,83.7,105.8,3,0,,,,,0,,False
19853,19853,Mike Gesicki,NE,TE,289.3,313.2,11.0,112.7,105.5,3,0,,,272.8,251.2,0,,False
24123,24123,Tyjae Spears,TEN,RB,285.9,311.5,7.0,0.0,105.3,3,0,,32.5,,,0,,False
21005,21005,Parris Campbell,NYG,WR,337.0,362.5,13.0,146.5,105.0,3,0,,,,,0,,False
23469,23469,Tyquan Thornton,NE,WR,445.9,500.4,11.0,75.4,104.0,3,0,,,,,0,,False
21776,21776,Joshua Kelley,LAC,RB,400.0,411.9,5.0,86.5,102.7,3,0,,,,278.3,0,,False
23140,23140,Michael Mayer,LV,TE,250.2,306.4,13.0,0.0,102.3,6,6,,17.2,212.2,,0,,False
19988,19988,Tyler Conklin,NYJ,TE,410.2,401.7,7.0,125.1,102.2,3,0,,,,,0,,False
21769,21769,Clyde Edwards-Helaire,KC,RB,313.2,316.6,10.0,138.4,101.4,3,0,,,,233.0,0,,False
24741,24741,Tanner Brown,LAR,K,1702.0,721.6,10.0,0.0,100.8,0,0,,,,,0,,False
23134,23134,Cade Otton,TB,TE,447.6,480.0,5.0,87.0,100.7,0,0,,,,,0,,False
23160,23160,John Metchie III,HOU,WR,311.5,359.1,7.0,0.0,100.5,3,0,,,273.7,,0,,False
22613,22613,Joshua Palmer,LAC,WR,369.3,447.6,5.0,165.6,100.3,3,0,,,,,0,,False
22560,22560,Keaontay Ingram,ARI,RB,565.1,541.2,14.0,24.0,99.1,0,0,,,,,0,,False
24145,24145,Josh Downs,IND,WR,389.8,459.5,11.0,0.0,98.6,3,0,,15.7,,,0,,False
22493,22493,Trey Lance,SF,QB,352.3,406.8,9.0,21.2,98.6,3,0,,,,201.3,0,,False
16263,16263,Allen Robinson II,PIT,WR,440.8,440.8,6.0,88.3,98.1,3,0,,,,253.8,0,,False
22553,22553,Michael Carter,NYJ,RB,372.7,347.2,7.0,144.7,97.9,3,0,,,,215.6,0,,False
21071,21071,Greg Dortch,ARI,WR,483.4,549.7,14.0,104.0,97.7,0,0,,,,,0,,False
23170,23170,Wan'Dale Robinson,NYG,WR,347.2,417.0,13.0,48.7,96.2,3,0,,,199.1,252.9,0,,False
22539,22539,Zamir White,LV,RB,331.9,340.4,13.0,11.9,96.2,3,0,,,,246.8,0,,False
23251,23251,Trey McBride,ARI,TE,371.0,444.2,14.0,55.3,96.1,3,0,,,,,0,,False
22685,22685,Terrace Marshall Jr.,CAR,WR,451.0,473.2,7.0,93.6,96.0,3,0,,,,,0,,False
11047,11047,Colt McCoy,ARI,QB,891.8,585.5,14.0,55.8,95.7,0,0,,,,,0,,False
22112,22112,Rodrigo Blankenship,TB,K,990.6,1029.7,5.0,30.6,95.5,0,0,,,,,0,,False
24178,24178,Israel Abanikanda,NYJ,RB,1213.5,486.8,7.0,0.0,95.3,3,0,,30.0,,,0,,False
24125,24125,Jalin Hyatt,NYG,WR,275.7,294.4,13.0,0.0,95.3,3,0,,31.7,,,0,,False
24238,24238,Kendre Miller,NO,RB,284.2,263.8,11.0,0.0,94.5,3,0,,18.0,264.3,255.3,0,,False
19017,19017,Josh Reynolds,DET,WR,1468.8,621.2,9.0,112.2,94.2,0,0,,,,,0,,False
24374,24374,Chase Brown,CIN,RB,364.2,400.0,7.0,0.0,92.6,3,0,,49.0,,,0,,False
19919,19919,Chase Edmonds,TB,RB,406.8,410.2,5.0,99.1,92.1,3,3,,,,224.5,0,,False
24176,24176,Tank Dell,HOU,WR,459.5,452.7,7.0,0.0,91.6,0,0,,52.6,,,0,,False
24150,24150,Luke Musgrave,GB,TE,464.6,420.4,6.0,0.0,91.5,3,0,,49.7,,,0,,False
19318,19318,Kendrick Bourne,NE,WR,1460.3,522.5,11.0,90.7,91.2,0,0,,,,,0,,False
22602,22602,Tutu Atwell,LAR,WR,750.6,571.9,10.0,76.9,89.7,0,0,,,,,0,,False
20077,20077,Richie James,KC,WR,442.5,466.3,10.0,128.5,89.1,0,0,,,,,0,,False
14856,14856,Zach Ertz,ARI,TE,343.8,367.6,14.0,116.8,87.9,3,0,,,268.1,264.2,0,,False
16656,16656,Logan Thomas,WAS,TE,798.2,498.7,14.0,65.2,87.5,0,0,,,,,0,,False
23138,23138,Jake Ferguson,DAL,TE,396.6,428.9,7.0,50.0,86.9,3,0,,,,,0,,False
20038,20038,Braxton Berrios,MIA,WR,1473.9,624.6,10.0,67.5,86.7,0,0,,,,,0,,False
21734,21734,Nick Westbrook-Ikhine,TEN,WR,575.3,546.3,7.0,98.2,85.8,0,0,,,,,0,,False
21852,21852,Ty Chandler,MIN,RB,316.6,434.0,13.0,5.8,85.1,3,0,,,,,0,,False
24173,24173,Michael Wilson,ARI,WR,488.5,553.2,14.0,0.0,84.6,0,0,,,,,0,,False
23212,23212,Kyren Williams,LAR,RB,476.6,517.4,10.0,36.6,83.3,3,0,,,,,0,,False
19861,19861,Ronald Jones,DAL,RB,514.0,592.3,7.0,25.9,82.6,3,0,,,,,0,,False
18018,18018,Jacoby Brissett,WAS,QB,879.9,558.3,14.0,287.0,79.8,3,0,,,,,0,,False
21784,21784,Zack Moss,IND,RB,682.5,485.1,11.0,91.1,78.4,3,0,,,,,0,,False
23256,23256,Isaiah Likely,BAL,TE,381.2,445.9,13.0,94.1,77.8,3,0,,,225.0,,0,,False
23174,23174,Zach Evans,LAR,RB,367.6,430.6,10.0,0.0,77.8,3,0,,29.4,,,0,,False
22590,22590,Ben Skowronek,LAR,WR,917.4,604.2,10.0,77.1,76.9,0,0,,,,,0,,False
21542,21542,Chase McLaughlin,TB,K,1501.2,641.7,5.0,219.6,76.2,0,0,,,,,0,,False
20990,20990,Trayveon Williams,CIN,RB,839.1,568.5,7.0,10.2,75.5,0,0,,,,,0,,False
19548,19548,Corey Clement,ARI,RB,1594.8,1463.7,14.0,28.8,75.4,0,0,,,,,0,,False
23847,23847,Zonovan Knight,NYJ,RB,502.1,505.5,7.0,78.3,73.7,3,0,,,,,0,,False
21717,21717,Jauan Jennings,SF,WR,556.6,607.6,9.0,81.0,72.8,0,0,,,,,0,,False
19319,19319,Matt Breida,NYG,RB,1228.8,556.6,13.0,67.7,72.4,0,0,,,,,0,,False
24348,24348,Cedric Tillman,CLE,WR,485.1,554.9,5.0,0.0,72.2,0,0,,44.8,,,0,,False
15071,15071,Latavius Murray,BUF,RB,480.0,464.6,13.0,216.5,71.7,0,0,,,,,0,,False
23198,23198,Isaiah Spiller,LAC,RB,524.2,537.8,5.0,15.6,71.7,3,0,,,,266.5,0,,False
24172,24172,Puka Nacua,LAR,WR,515.7,551.4,10.0,0.0,71.2,0,0,,51.4,,,0,,False
17961,17961,Sterling Shepard,NYG,WR,461.2,587.2,13.0,36.4,71.2,3,0,,,,,0,,False
23880,23880,Malik Davis,DAL,RB,456.1,507.2,7.0,48.3,70.9,0,0,,,,,0,,False
21765,21765,JaMycal Hasty,JAX,RB,517.4,497.0,9.0,85.1,69.2,0,0,,,,,0,,False
17963,17963,Austin Hooper,LV,TE,1564.1,597.4,13.0,96.0,68.5,0,0,,,,,0,,False
23195,23195,Eric Gray,NYG,RB,636.5,534.4,13.0,0.0,68.2,3,0,,,,,0,,False
20144,20144,Michael Badgley,WAS,K,434.0,563.4,14.0,185.5,68.1,0,0,,,,,0,,False
24188,24188,Deuce Vaughn,DAL,RB,427.2,423.8,7.0,0.0,67.6,0,0,,51.7,,,0,,False
11694,11694,Nick Folk,NE,K,462.9,326.8,11.0,231.5,66.5,0,0,,,,254.3,0,,False
19043,19043,Isaiah McKenzie,IND,WR,457.8,575.3,11.0,132.4,66.3,0,0,,,,,0,,False
23364,23364,Jordan Mason,SF,RB,585.5,573.6,9.0,54.1,66.3,3,0,,,,,0,,False
24212,24212,DeWayne McBride,MIN,RB,1201.6,488.5,13.0,0.0,65.7,0,0,,44.8,,,0,,False
18422,18422,Kalif Raymond,DET,WR,588.9,1108.0,9.0,107.6,65.4,0,0,,,,,0,,False
23345,23345,Kevin Harris,NE,RB,699.5,883.3,11.0,19.1,65.1,0,0,,,,,0,,False
14867,14867,Dustin Hopkins,LAC,K,1216.9,1596.5,5.0,66.4,65.0,0,0,,,,,0,,False
21564,21564,Craig Reynolds,DET,RB,674.0,714.8,9.0,37.1,64.0,0,0,,,,,0,,False
21788,21788,Ke'Shawn Vaughn,TB,RB,1125.0,626.3,5.0,12.3,63.2,0,0,,,,,0,,False
21957,21957,Quez Watkins,PHI,WR,999.1,594.0,10.0,87.7,62.8,0,0,,,,,0,,False
19044,19044,Jamal Agnew,JAX,WR,1429.7,1489.2,9.0,80.5,62.5,0,0,,,,,0,,False
21697,21697,Laviska Shenault Jr.,CAR,WR,486.8,799.9,7.0,77.8,62.1,0,0,,,,,0,,False
20905,20905,Donald Parham Jr.,LAC,TE,1245.9,788.0,5.0,32.3,62.1,0,0,,,,,0,,False
19080,19080,Noah Brown,HOU,WR,1390.5,868.0,7.0,121.7,60.4,0,0,,,,,0,,False
24204,24204,Evan Hull,IND,RB,587.2,495.3,11.0,0.0,59.0,0,0,,49.7,,,0,,False
19950,19950,Will Dissly,SEA,TE,1313.9,614.4,5.0,90.0,58.6,0,0,,,,,0,,False
20884,20884,Foster Moreau,NO,TE,980.4,628.0,11.0,88.8,58.6,0,0,,,,,0,,False
21142,21142,Olamide Zaccheaus,PHI,WR,903.8,849.3,10.0,119.1,58.5,0,0,,,,,0,,False
18047,18047,Demarcus Robinson,LAR,WR,1188.0,1543.7,10.0,95.0,58.0,0,0,,,,,0,,False
21750,21750,Marquez Callaway,DEN,WR,898.7,1065.5,9.0,37.1,57.3,0,0,,,,,0,,False
18003,18003,Kenyan Drake,IND,RB,915.7,590.6,11.0,148.2,57.1,0,0,,,,,0,,False
14865,14865,Marquise Goodwin,CLE,WR,1211.8,1303.7,5.0,107.6,56.9,0,0,,,,,0,,False
24122,24122,Charlie Jones,CIN,WR,721.6,728.5,7.0,0.0,56.8,0,0,,,,,0,,False
24288,24288,Luke Schoonmaker,DAL,TE,594.0,611.0,7.0,0.0,56.5,0,0,,,,,0,,False
23298,23298,Raheem Blackshear,CAR,RB,702.9,633.1,7.0,56.2,56.5,0,0,,,,,0,,False
21785,21785,Noah Gray,KC,TE,764.2,634.8,10.0,71.5,56.4,0,0,,,,,0,,False
20039,20039,Boston Scott,PHI,RB,505.5,515.7,10.0,70.1,55.9,3,0,,,,,0,,False
21448,21448,Jalen Guyton,LAC,WR,866.3,1208.4,5.0,10.9,55.7,0,0,,,,,0,,False
21970,21970,James Robinson,NYG,RB,408.5,437.4,13.0,132.1,55.4,3,0,,,,235.2,0,,False
8358,8358,Brian Hoyer,LV,QB,1077.4,1582.9,13.0,4.3,55.3,0,0,,,,,0,,False
17179,17179,Taylor Heinicke,ATL,QB,481.7,544.6,11.0,197.4,54.9,0,0,,,,,0,,False
16815,16815,Ameer Abdullah,LV,RB,1252.7,1593.1,13.0,49.5,54.1,0,0,,,,,0,,False
18030,18030,Chris Moore,TEN,WR,1182.9,619.5,7.0,114.2,53.2,0,0,,,,,0,,False
20880,20880,Gardner Minshew,IND,QB,963.3,696.1,11.0,62.7,53.1,0,0,,,,,0,,False
24194,24194,Sean Tucker,TB,RB,377.8,468.0,5.0,0.0,52.3,3,0,,32.3,,,0,,False
20013,20013,Cedrick Wilson Jr.,MIA,WR,1062.0,985.5,10.0,24.5,52.2,0,0,,,,,0,,False
22674,22674,Deon Jackson,IND,RB,466.3,471.5,11.0,92.8,52.1,0,0,,,,,0,,False
16917,16917,C.J. Uzomah,NYJ,TE,1215.2,650.2,7.0,59.9,51.9,0,0,,,,,0,,False
13741,13741,Brandon Bolden,LV,RB,1439.9,1652.6,13.0,31.1,51.9,0,0,,,,,0,,False
21593,21593,D'Ernest Johnson,JAX,RB,532.7,510.6,9.0,7.0,51.4,3,0,,,,257.7,0,,False
23463,23463,Kyle Philips,TEN,WR,641.7,629.7,7.0,11.0,50.7,0,0,,,,,0,,False
24347,24347,Xavier Hutchinson,HOU,WR,1543.7,1152.3,7.0,0.0,50.5,0,0,,49.9,,,0,,False
21263,21263,Trenton Irwin,CIN,WR,893.6,885.0,7.0,82.0,50.4,0,0,,,,,0,,False
23634,23634,Samori Toure,GB,WR,929.3,845.9,6.0,24.2,50.2,0,0,,,,,0,,False
19922,19922,Justin Watson,KC,WR,1530.1,936.1,10.0,74.0,49.5,0,0,,,,,0,,False
22676,22676,Kene Nwangwu,MIN,RB,1065.5,1045.0,13.0,10.1,49.4,0,0,,,,,0,,False
23273,23273,Hassan Haskins,TEN,RB,500.4,508.9,7.0,25.5,49.3,0,0,,,,,0,,False
19943,19943,Durham Smythe,MIA,TE,1339.5,600.8,10.0,42.6,49.2,0,0,,,,,0,,False
16855,16855,Ty Montgomery,NE,WR,1262.9,527.6,11.0,12.4,49.1,0,0,,,,,0,,False
21721,21721,Devin Duvernay,BAL,WR,560.0,638.2,13.0,124.4,48.9,0,0,,,,,0,,False
23121,23121,Kayshon Boutte,NE,WR,520.8,503.8,11.0,0.0,48.7,0,0,,,,,0,,False
18187,18187,Robbie Chosen,MIA,WR,1206.7,1102.9,10.0,54.8,48.5,0,0,,,,,0,,False
18900,18900,Mo Alie-Cox,IND,TE,1041.6,1235.7,11.0,59.4,48.1,0,0,,,,,0,,False
21163,21163,Deonte Harty,BUF,WR,672.3,784.6,13.0,-1.2,47.8,0,0,,,,,0,,False
22566,22566,Calvin Austin III,PIT,WR,558.3,580.4,6.0,0.0,47.7,0,0,,,,,0,,False
23163,23163,Justyn Ross,KC,WR,393.2,418.7,10.0,0.0,47.5,0,0,,,,,0,,False
23270,23270,Will Levis,TEN,QB,510.6,539.5,7.0,0.0,47.3,0,0,,31.1,,,0,,False
23136,23136,Darnell Washington,PIT,TE,469.8,483.4,6.0,0.0,47.0,0,0,,,,,0,,False
22686,22686,Dyami Brown,WAS,WR,776.1,963.3,14.0,47.3,47.0,0,0,,,,,0,,False
19812,19812,Sam Darnold,SF,QB,905.5,582.1,9.0,146.9,46.7,0,0,,,,,0,,False
19823,19823,Royce Freeman,LAR,RB,1455.2,1368.4,10.0,22.1,46.5,0,0,,,,,0,,False
19972,19972,Mike White,MIA,QB,1043.3,577.0,10.0,96.3,46.4,0,0,,,,,0,,False
24118,24118,Tucker Kraft,GB,TE,684.2,1259.5,6.0,0.0,46.2,0,0,,50.5,,,0,,False
23010,23010,Brock Wright,DET,TE,982.1,694.4,9.0,77.6,46.1,0,0,,,,,0,,False
19491,19491,Robert Tonyan,CHI,TE,468.0,531.0,13.0,100.4,46.0,0,0,,,,,0,,False
14901,14901,Kyle Juszczyk,SF,RB,600.8,525.9,9.0,58.9,45.6,0,0,,,,,0,,False
18990,18990,Jonnu Smith,ATL,TE,1361.6,1188.0,11.0,42.6,45.6,0,0,,,,,0,,False
20081,20081,Trent Sherfield,BUF,WR,1407.6,738.7,13.0,91.4,45.0,0,0,,,,,0,,False
21783,21783,Harrison Bryant,CLE,TE,885.0,1016.1,5.0,52.3,43.7,0,0,,,,,0,,False
22823,22823,Kylen Granson,IND,TE,970.1,1094.4,11.0,51.4,43.5,0,0,,,,,0,,False
13227,13227,Randall Cobb,NYJ,WR,1317.3,1130.1,7.0,81.2,43.3,0,0,,,,,0,,False
21105,21105,Elliott Fry,DEN,K,1574.4,709.7,9.0,27.2,43.2,0,0,,,,,0,,False
21804,21804,DeeJay Dallas,SEA,RB,1072.3,924.2,5.0,49.7,43.2,0,0,,,,,0,,False
21810,21810,Tyler Huntley,BAL,QB,983.8,636.5,13.0,85.1,43.1,0,0,,,,,0,,False
16776,16776,Melvin Gordon III,BAL,RB,508.9,561.7,13.0,105.7,43.0,0,0,,,,249.0,0,,False
16763,16763,Marcus Mariota,PHI,QB,638.2,578.7,10.0,334.5,42.3,0,0,,,,,0,,False
20899,20899,Josh Oliver,MIN,TE,827.2,931.0,13.0,45.8,41.9,0,0,,,,,0,,False
21837,21837,J.J. Taylor,NE,RB,1199.9,975.2,11.0,4.9,40.2,0,0,,,,,0,,False
24180,24180,Demario Douglas,NE,WR,631.4,771.0,11.0,0.0,40.0,0,0,,,,,0,,False
22657,22657,John Bates,WAS,TE,1189.7,1074.0,14.0,28.6,40.0,0,0,,,,,0,,False
23237,23237,Chris Rodriguez Jr.,WAS,RB,582.1,646.8,14.0,0.0,39.8,0,0,,,,,0,,False
21798,21798,Josiah Deguara,GB,TE,1489.2,1148.8,6.0,19.4,39.1,0,0,,,,,0,,False
23172,23172,Tyrion Davis-Price,SF,RB,675.7,869.7,9.0,16.8,39.0,0,0,,,,,0,,False
19172,19172,Zach Pascal,ARI,WR,1150.6,1555.6,14.0,35.7,38.9,0,0,,,,,0,,False
22517,22517,Peyton Hendershot,DAL,TE,731.9,730.2,7.0,48.5,38.9,0,0,,,,,0,,False
22647,22647,Chris Evans,CIN,RB,1019.5,665.5,7.0,16.7,38.7,0,0,,,,,0,,False
20954,20954,Jarrett Stidham,DEN,QB,1453.5,750.6,9.0,72.6,38.6,0,0,,,,,0,,False
18123,18123,Jeff Driskel,ARI,QB,1380.3,1611.8,14.0,27.6,38.4,0,0,,,,,0,,False
16781,16781,Nelson Agholor,BAL,WR,1096.1,1179.5,13.0,75.2,38.3,0,0,,,,,0,,False
22567,22567,Cade Johnson,SEA,WR,1000.8,1239.1,5.0,6.1,38.3,0,0,,,,,0,,False
21807,21807,Colby Parkinson,SEA,TE,735.3,762.5,5.0,75.2,38.2,0,0,,,,,0,,False
22495,22495,Zach Wilson,NYJ,QB,714.8,640.0,7.0,166.7,38.2,0,0,,,,,0,,False
22662,22662,Tommy Tremble,CAR,TE,604.2,890.1,7.0,56.8,38.1,0,0,,,,,0,,False
24217,24217,Trey Palmer,TB,WR,651.9,888.4,5.0,0.0,37.7,0,0,,,,,0,,False
24223,24223,Brenton Strange,JAX,TE,670.6,902.1,9.0,0.0,37.5,0,0,,,,,0,,False
12831,12831,Tyrod Taylor,NYG,QB,1140.3,776.1,13.0,19.3,37.4,0,0,,,,,0,,False
21786,21786,Adam Trautman,DEN,TE,1223.7,1164.2,9.0,45.4,37.1,0,0,,,,,0,,False
24349,24349,A.T. Perry,NO,WR,769.3,602.5,11.0,0.0,37.0,0,0,,50.5,,,0,,False
19897,19897,Tre'Quan Smith,NO,WR,1542.0,1136.9,11.0,57.5,36.7,0,0,,,,,0,,False
17218,17218,DeAndre Carter,LV,WR,1174.4,609.3,13.0,112.8,36.7,0,0,,,,,0,,False
14141,14141,Cole Beasley,NYG,WR,813.6,1160.8,13.0,10.1,36.6,0,0,,,,,0,,False
23267,23267,Bailey Zappe,NE,QB,771.0,711.4,11.0,65.8,36.5,0,0,,,,,0,,False
24373,24373,Kenny McIntosh,SEA,RB,512.3,536.1,5.0,0.0,36.3,0,0,,,,,0,,False
23199,23199,Sincere McCormick,LV,RB,677.4,859.5,13.0,0.0,36.2,0,0,,,,,0,,False
21383,21383,Jody Fortson,KC,TE,645.1,866.3,10.0,35.4,36.0,0,0,,,,,0,,False
23231,23231,Tyler Badie,DEN,RB,531.0,951.4,9.0,14.3,35.9,0,0,,,,,0,,False
23255,23255,Snoop Conner,JAX,RB,689.3,878.2,9.0,17.4,35.9,0,0,,,,,0,,False
19903,19903,Jordan Akins,CLE,TE,1315.6,1167.6,5.0,135.3,35.8,0,0,,,,,0,,False
21349,21349,Ashton Dulin,IND,WR,665.5,852.7,11.0,46.8,35.7,0,0,,,,,0,,False
24214,24214,Keaton Mitchell,BAL,RB,1582.9,1445.0,13.0,0.0,35.7,0,0,,,,,0,,False
22672,22672,Gary Brightwell,NYG,RB,757.4,779.5,13.0,40.8,35.7,0,0,,,,,0,,False
21952,21952,Rico Dowdle,DAL,RB,941.2,1135.2,7.0,0.0,35.5,0,0,,,,,0,,False
23485,23485,Daniel Bellinger,NYG,TE,590.6,529.3,13.0,76.6,35.3,0,0,,,,,0,,False
21854,21854,Anthony McFarland Jr.,PIT,RB,1128.4,948.0,6.0,11.9,35.3,0,0,,,,,0,,False
23148,23148,David Bell,CLE,WR,546.3,822.1,5.0,36.4,35.0,0,0,,,,,0,,False
19079,19079,Zane Gonzalez,SF,K,1584.6,1268.0,9.0,149.8,34.9,3,3,,,,,0,,False
12841,12841,Andy Dalton,CAR,QB,1123.3,657.0,7.0,296.6,34.6,0,0,,,,,0,,False
20679,20679,KhaDarel Hodge,ATL,WR,1613.5,844.2,11.0,48.0,34.6,0,0,,,,,0,,False
21741,21741,Denzel Mims,DET,WR,825.5,973.5,9.0,31.7,34.6,0,0,,,,,0,,False
24220,24220,Tyler Scott,CHI,WR,1526.7,796.5,13.0,0.0,34.3,0,0,,,,,0,,False
20802,20802,Justice Hill,BAL,RB,1159.1,958.2,13.0,51.1,34.2,0,0,,,,,0,,False
23732,23732,John Parker Romo,DET,K,971.8,677.4,9.0,0.0,33.7,0,0,,,,,0,,False
20810,20810,Travis Homer,CHI,RB,1092.7,1133.5,13.0,46.1,33.4,0,0,,,,,0,,False
19961,19961,Ray-Ray McCloud III,SF,WR,1441.6,992.3,9.0,75.1,33.1,0,0,,,,,0,,False
21794,21794,Albert Okwuegbunam,DEN,TE,1011.0,798.2,9.0,26.4,32.8,0,0,,,,,0,,False
21782,21782,Jonathan Ward,TEN,RB,992.3,1322.5,7.0,9.3,32.0,0,0,,,,,0,,False
24143,24143,Parker Washington,JAX,WR,1698.6,1375.2,9.0,0.0,32.0,0,0,,51.2,,,0,,False
20816,20816,Lil'Jordan Humphrey,DEN,WR,961.6,1022.9,9.0,5.8,31.9,0,0,,,,,0,,False
22575,22575,Amari Rodgers,IND,WR,842.5,706.3,11.0,39.3,31.8,0,0,,,,,0,,False
23355,23355,Teagan Quitoriano,HOU,TE,617.8,983.8,7.0,39.7,31.7,0,0,,,,,0,,False
24365,24365,Deneric Prince,KC,RB,542.9,520.8,10.0,0.0,31.7,0,0,,,,,0,,False
20398,20398,Equanimeous St. Brown,CHI,WR,959.9,932.7,13.0,74.4,31.7,0,0,,,,,0,,False
22521,22521,Jeremy Ruckert,NYJ,TE,640.0,939.5,7.0,2.3,31.6,0,0,,,,,0,,False
21686,21686,Jalen Reagor,MIN,WR,1111.4,1084.2,13.0,32.2,31.6,0,0,,,,,0,,False
19461,19461,Cooper Rush,DAL,QB,1021.2,692.7,7.0,96.4,31.1,0,0,,,,,0,,False
24375,24375,Josh Whyle,TEN,TE,810.2,828.9,7.0,0.0,31.0,0,0,,,,,0,,False
22506,22506,Brevin Jordan,HOU,TE,548.0,910.6,7.0,21.8,30.9,0,0,,,,,0,,False
24177,24177,Tre Tucker,LV,WR,667.2,968.4,13.0,0.0,30.6,0,0,,,,,0,,False
21773,21773,Eno Benjamin,NO,RB,1024.6,1072.3,11.0,109.9,30.4,0,0,,,,,0,,False
24449,24449,Elijah Higgins,MIA,TE,694.4,908.9,10.0,0.0,30.2,0,0,,,,,0,,False
16762,16762,Jameis Winston,NO,QB,1026.3,1205.0,11.0,74.8,30.1,0,0,,,,,0,,False
23368,23368,Jalen Nailor,MIN,WR,629.7,1000.8,13.0,40.7,30.0,0,0,,,,,0,,False
